fips,land_area
"09005",920.56
"09007",369.29999
"09009",604.51001
"09011",664.88
"09013",410.20999
"09015",512.90997
"10001",586.17999
"10003",426.29001
"10005",936.08002
"11001",61.049999
"12001",875.02002
"12003",585.22998
"12005",758.46002
"12007",293.95999
"12009",1015.66
"12011",1209.79
"12013",567.33002
"12015",680.28003
"12017",581.70001
"12019",604.35999
"12021",1998.3199
"12023",797.57001
"12027",637.06
"12029",705.04999
"12031",762.19
"12033",656.46002
"12035",485.45999
"12037",534.71997
"12039",516.33002
"12041",349.67999
"12043",806.01001
"12045",564.01001
"12047",513.78998
"12049",637.78003
"12051",1152.75
"12053",472.54001
"12055",1016.61
"12057",1020.21
"12059",478.78
"12061",502.87
"12063",917.76001
"12065",598.09998
"12067",543.40997
"12069",938.38
"12071",784.51001
"12073",666.84998
"12075",1118.21
"12077",835.56
"12079",695.95001
"12081",742.92999
"12083",1584.55
"12085",543.46002
"12086",1897.72
"12087",983.28003
"12089",648.64001
"12091",930.25
"12093",768.90997
"12095",903.42999
"12097",1327.45
"12099",1969.76
"12101",746.89001
"12103",273.79999
"12105",1797.84
"12107",727.62
"12109",600.65997
"12111",571.92999
"12113",1011.6
"12115",555.87
"12117",309.22
"12119",546.92999
"12121",688.54999
"12123",1043.3101
"12125",243.56
"12127",1101.03
"12129",606.41998
"12131",1037.62
"12133",582.79999
"13001",507.07999
"13003",339.38
"13005",258.57999
"13007",341.94
"13009",257.84
"13011",232.09
"13013",160.31
"13015",459.54001
"13017",250.12
"13019",451.89999
"13021",249.75999
"13023",215.87
"13025",442.35999
"13027",493.04999
"13029",435.97
"13031",672.81
"13033",826.96997
"13035",184.39
"13037",280.37
"13039",613.03003
"13043",243.03999
"13045",499.07999
"13047",162.16
"13049",773.58002
"13051",426.44
"13053",248.74001
"13055",313.34
"13057",421.67001
"13059",119.2
"13061",195.38
"13063",141.57001
"13065",800.21997
"13067",339.54999
"13069",575.09998
"13071",544.15002
"13073",290.09
"13075",227.16
"13077",440.89001
"13079",324.89001
"13081",272.57999
"13083",173.98
"13085",210.83
"13087",597.14001
"13089",267.57999
"13091",495.89001
"13093",391.94
"13095",328.69
"13097",200.07001
"13099",512.59003
"13101",414.89001
"13103",477.70001
"13105",351.06
"13107",680.59998
"13109",182.85001
"13111",386.72
"13113",194.34
"13115",509.91
"13117",224.02
"13119",261.5
"13121",526.63
"13123",426.54001
"13125",143.74001
"13127",419.75
"13129",355.81
"13131",454.53
"13133",387.44
"13135",430.38
"13137",276.73999
"13139",392.78
"13141",471.84
"13143",282.17001
"13145",463.87
"13147",232.39
"13149",296.03
"13151",322.13
"13153",375.54001
"13155",354.34
"13157",339.66
"13159",368.16
"13161",330.73999
"13163",526.47998
"13165",347.28
"13167",303.01001
"13169",393.92999
"13171",183.5
"13173",185.25999
"13175",807.29999
"13177",355.78
"13179",489.79999
"13181",210.38
"13183",400.29001
"13185",496.07001
"13187",282.92999
"13189",257.45999
"13191",424.29999
"13193",400.64001
"13195",282.31
"13197",366
"13199",501.22
"13201",282.42001
"13205",512.08002
"13207",395.66
"13209",239.52
"13211",347.35001
"13213",344.47
"13215",216.39
"13217",272.16
"13219",184.28999
"13221",439.01001
"13223",312.22
"13225",150.27
"13227",232.06
"13229",316.48999
"13231",216.09
"13233",310.32999
"13235",249.03
"13237",344.64001
"13239",151.24001
"13241",369.98999
"13243",428.23999
"13245",324.32999
"13247",129.78999
"13249",166.91
"13251",645.09998
"13253",235.23
"13255",196.47
"13257",179.13
"13259",458.73001
"13261",482.70001
"13263",391.39001
"13265",194.61
"13267",479.39999
"13269",376.69
"13271",437.29999
"13273",335.44
"13275",544.59998
"13277",258.91
"13279",364
"13281",166.56
"13283",199.44
"13285",413.98999
"13287",285.39001
"13289",358.39999
"13291",321.92999
"13293",323.44
"13295",446.38
"13297",325.67999
"13299",892.46002
"13301",284.29999
"13303",678.45001
"13305",641.78003
"13307",209.12
"13309",295.48001
"13311",240.69
"13313",290.45999
"13315",377.70001
"13317",469.48999
"13319",447.31
"13321",570.70001
"16001",1052.58
"16003",1363.0601
"16005",1111.99
"16007",974.78003
"16009",776.62
"16011",2093.98
"16013",2643.5901
"16015",1899.24
"16017",1734.5699
"16019",1866.08
"16021",1268.5601
"16023",2231.6699
"16025",1074.49
"16027",587.37
"16029",1764.15
"16031",2565.0801
"16033",1764.1899
"16035",2457.27
"16037",4920.9399
"16039",3074.74
"16041",663.64001
"16043",1863.53
"16045",560.90002
"16047",728.96997
"16049",8477.3496
"16051",1093.5
"16053",597.17999
"16055",1244.12
"16057",1076
"16059",4563.3901
"16061",478.79999
"16063",1201.41
"16065",469.20999
"16067",757.59003
"16069",848.09003
"16071",1200.0601
"16073",7665.5098
"16075",406.87
"16077",1404.24
"16079",2629.6599
"16081",449.45999
"16083",1921.21
"16085",3664.52
"16087",1452.98
"17001",855.20001
"17003",235.50999
"17005",380.28
"17007",280.72
"17009",305.60999
"17011",869.03003
"17013",253.82001
"17015",444.81
"17017",375.82001
"17019",996.27002
"17021",709.38
"17023",501.42001
"17025",468.32001
"17027",474.09
"17029",508.29001
"17031",945.33002
"17033",443.63
"17035",346.01999
"17037",631.31
"17039",397.51001
"17041",416.66
"17043",327.5
"17045",623.37
"17047",222.42
"17049",478.78
"17051",716.47998
"17053",485.62
"17055",408.89001
"17057",865.59003
"17059",323.07001
"17061",543.02002
"17063",418.04001
"17065",434.67001
"17067",793.72998
"17069",177.53
"17071",378.87
"17073",822.98999
"17075",1117.3199
"17077",584.08002
"17079",494.51001
"17081",571.16998
"17083",369.26999
"17085",601.09003
"17087",343.92001
"17089",520.06
"17091",676.56
"17093",320.34
"17095",716.39001
"17097",443.67001
"17099",1135.12
"17101",372.17999
"17103",724.90002
"17105",1044.29
"17107",618.06
"17109",589.40997
"17111",603.16998
"17113",1183.38
"17115",580.69
"17117",862.90997
"17119",715.58002
"17121",572.35999
"17123",386.79001
"17125",539.23999
"17127",237.22
"17129",314.44
"17131",561.20001
"17133",385.01001
"17135",703.69
"17137",568.78998
"17139",335.94
"17141",758.57001
"17143",619.21002
"17145",441.76001
"17147",439.20001
"17149",831.38
"17151",368.76999
"17153",199.17999
"17155",160.16
"17157",575.5
"17159",359.98999
"17161",427.64001
"17163",657.76001
"17165",379.82001
"17167",868.29999
"17169",437.26999
"17171",250.91
"17173",758.52002
"17175",288.07999
"17177",564.52002
"17179",648.96997
"17181",413.45999
"17183",898.37
"17185",223.25
"17187",542.40997
"17189",562.57001
"17191",713.81
"17193",494.76999
"17195",684.25
"17197",836.90997
"17199",420.14999
"17201",513.35999
"17203",527.79999
"18001",339.03
"18003",657.31
"18005",406.91
"18007",406.42001
"18009",165.08
"18011",422.91
"18013",311.98001
"18015",372.22
"18017",412.14999
"18019",372.85999
"18021",357.54001
"18023",405.07001
"18025",305.64001
"18027",429.48999
"18029",305.03
"18031",372.57001
"18033",362.82001
"18035",392.12
"18037",427.26999
"18039",463.17001
"18041",215.00999
"18043",147.92999
"18045",395.66
"18047",384.42999
"18049",368.39001
"18051",487.48999
"18053",414.07001
"18055",542.48999
"18057",394.26999
"18059",306.01999
"18061",484.51999
"18063",406.91
"18065",391.88
"18067",293.06
"18069",382.64999
"18071",509.31
"18073",559.62
"18075",383.91
"18077",360.63
"18079",376.57999
"18081",320.42999
"18083",516.03003
"18085",531.38
"18087",379.62
"18089",498.95999
"18091",598.29999
"18093",449.17001
"18095",451.92001
"18097",396.29999
"18099",443.63
"18101",335.73999
"18103",373.84
"18105",394.51001
"18107",504.60999
"18109",403.97
"18111",401.76001
"18113",410.84
"18115",86.139999
"18117",398.39001
"18119",385.29001
"18121",444.66
"18123",381.73001
"18125",334.23999
"18127",418.14999
"18129",409.57001
"18131",433.64999
"18133",480.53
"18135",452.38
"18137",446.42999
"18139",408.12
"18141",457.85001
"18143",190.39999
"18145",411.14999
"18147",396.73999
"18149",309.13
"18151",308.94
"18153",447.14001
"18155",220.63
"18157",499.81
"18159",260.54001
"18161",161.22
"18163",233.48
"18165",256.88
"18167",403.31
"18169",412.42999
"18171",364.67999
"18173",384.82001
"18175",513.72998
"18177",401.73999
"18179",368.09
"18181",505.12
"18183",335.57001
"19001",569.27002
"19003",423.44
"19005",639.08002
"19007",497.29001
"19009",442.95999
"19011",716.26001
"19013",565.77002
"19015",571.57001
"19017",435.48001
"19019",571.02002
"19021",574.90997
"19023",580.13
"19025",569.96997
"19027",569.44
"19029",564.27002
"19031",579.44
"19033",568.31
"19035",576.90997
"19037",504.38
"19039",431.17001
"19041",567.23999
"19043",778.53998
"19045",694.90997
"19047",714.19
"19049",588.45001
"19051",502.19
"19053",531.88
"19055",577.76001
"19057",416.12
"19059",380.60999
"19061",608.29999
"19063",395.88
"19065",730.81
"19067",500.63
"19069",581.96997
"19071",511.14999
"19073",569.57001
"19075",501.85999
"19077",590.62
"19079",576.75
"19081",571
"19083",569.31
"19085",696.84998
"19087",434.32999
"19089",473.25
"19091",434.35001
"19093",431.51001
"19095",586.46002
"19097",636.03998
"19099",730.41998
"19101",435.51001
"19103",614.03998
"19105",575.62
"19107",579.17999
"19109",972.71997
"19111",517.52002
"19113",716.88
"19115",401.76999
"19117",430.59
"19119",587.65002
"19121",561.01001
"19123",570.85999
"19125",554.53003
"19127",572.5
"19129",437.44
"19131",469.13
"19133",694.07001
"19135",433.72
"19137",424.10001
"19139",437.47
"19141",573.03998
"19143",398.67999
"19145",534.94
"19147",563.84003
"19149",862.89001
"19151",577.23999
"19153",573.78998
"19155",950.28003
"19157",584.92999
"19159",535.5
"19161",575.01001
"19163",458.09
"19165",590.78003
"19167",768.33002
"19169",572.82001
"19171",721.01001
"19173",531.90002
"19175",423.64999
"19177",484.79001
"19179",431.82999
"19181",569.83002
"19183",568.84003
"19185",525.44
"19187",715.62
"19189",400.48999
"19191",689.87
"19193",872.83002
"19195",400.12
"19197",580.41998
"20001",500.29999
"20003",579.65002
"20005",431.17001
"20007",1134.0699
"20009",895.40002
"20011",635.46997
"20013",570.87
"20015",1429.86
"20017",773.06
"20019",638.88
"20021",587.57001
"20023",1019.89
"20025",974.63
"20027",645.29999
"20029",715.34003
"20031",626.95001
"20033",788.29999
"20035",1125.75
"20037",589.76001
"20039",893.52002
"20041",847.07001
"20043",393.41
"20045",455.87
"20047",621.89001
"20049",644.26001
"20051",899.90997
"20053",715.84998
"20055",1301.97
"20057",1098.27
"20059",571.76001
"20061",384.62
"20063",1071.66
"20065",898.52002
"20067",574.79999
"20069",868.87
"20071",778.45001
"20073",1143.3
"20075",996.51001
"20077",801.27002
"20079",539.75
"20081",577.52002
"20083",859.98999
"20085",656.21997
"20087",532.57001
"20089",909.78003
"20091",473.37
"20093",870.53998
"20095",863.35999
"20097",722.64001
"20099",645.28998
"20101",717.46002
"20103",462.82999
"20105",719.40002
"20107",594.06
"20109",1072.99
"20111",847.46997
"20113",898.27002
"20115",944.28998
"20117",900.17999
"20119",978.09003
"20121",575.65997
"20123",701.78998
"20125",643.53003
"20127",695.28003
"20129",729.72998
"20131",717.42999
"20133",571.46997
"20135",1074.75
"20137",878.13
"20139",705.52002
"20141",892.5
"20143",720.72998
"20145",754.26001
"20147",885.88
"20149",841.02002
"20151",735.03998
"20153",1069.42
"20155",1255.35
"20157",717.37
"20159",726.23999
"20161",609.77002
"20163",890.53003
"20165",717.76001
"20167",886.26001
"20169",720.21997
"20171",717.53998
"20173",997.51001
"20175",639.5
"20177",544.02002
"20179",895.96002
"20181",1056.0699
"20183",895.46002
"20185",792.04999
"20187",680.34998
"20189",727.28998
"20191",1181.9399
"20193",1074.6899
"20195",889.47998
"20197",794.29999
"20199",913.65002
"20201",894.76001
"20203",718.57001
"20205",570.41998
"20207",497.82001
"20209",151.60001
"21001",405.28
"21003",344.34
"21005",201.83
"21007",246.66
"21009",487.54001
"21011",278.79001
"21013",359
"21015",246.36
"21017",289.72
"21019",159.86
"21021",180.17
"21023",205.61
"21025",492.41
"21027",567.16998
"21029",297.01999
"21031",426.09
"21033",344.79001
"21035",385.01999
"21037",151.31
"21039",189.42999
"21041",128.57001
"21043",409.5
"21045",444.23001
"21047",717.5
"21049",252.46001
"21051",469.25
"21053",197.25
"21055",359.95001
"21057",305.17999
"21059",458.35001
"21061",302.88
"21063",234.32001
"21065",253.08
"21067",283.64999
"21069",348.54001
"21071",393.34
"21073",207.75
"21075",205.5
"21077",101.23
"21079",230.08
"21081",257.95999
"21083",551.73999
"21085",496.70001
"21087",286.03
"21089",344.39999
"21091",187.64999
"21093",623.28003
"21095",465.82999
"21097",306.35999
"21099",412.09
"21101",436.67001
"21103",286.28
"21105",242.27
"21107",542
"21109",345.20001
"21111",380.42001
"21113",172.12
"21115",261.95001
"21117",160.25
"21119",351.51999
"21121",386.29999
"21123",261.51999
"21125",433.95001
"21127",415.60001
"21129",208.86
"21131",400.84
"21133",337.91
"21135",482.84
"21137",334.09
"21139",313.13
"21141",552.13
"21143",213.84
"21145",248.74001
"21147",426.79999
"21149",252.47
"21151",437.29001
"21153",308.44
"21155",343.01001
"21157",301.25
"21159",229.60001
"21161",240.13
"21163",305.42001
"21165",203.58
"21167",248.8
"21169",289.64999
"21171",329.37
"21173",197.37
"21175",381.13
"21177",467.07999
"21179",417.51001
"21181",195.17
"21183",587.27002
"21185",187.22
"21187",351.10001
"21189",197.41
"21191",277.16
"21193",339.67001
"21195",786.83002
"21197",178.98
"21199",658.40997
"21201",99.910004
"21203",316.54001
"21205",279.79999
"21207",253.66
"21209",281.76999
"21211",379.64001
"21213",234.2
"21215",186.67999
"21217",266.32999
"21219",374.5
"21221",441.42999
"21223",151.64999
"21225",342.85001
"21227",541.59998
"21229",297.26999
"21231",458.17001
"21233",331.94
"21235",437.82999
"21237",222.17
"21239",188.78
"22001",655.12
"22003",761.84998
"22005",289.98001
"22007",338.66
"22009",832.42999
"22011",1157.34
"22013",811.27002
"22015",840.06
"22017",878.53998
"22019",1063.66
"22021",529.41998
"22023",1284.89
"22025",708.03003
"22027",754.88
"22029",696.91998
"22031",875.58002
"22033",455.37
"22035",420.70001
"22037",453.41
"22039",662.38
"22041",624.59003
"22043",643.03003
"22045",574.10999
"22047",618.63
"22049",569.17999
"22051",295.63
"22053",651.33002
"22055",268.72
"22057",1068.21
"22059",624.67999
"22061",471.73999
"22063",648.16998
"22065",624.44
"22067",794.92999
"22069",1252.25
"22071",169.42
"22073",610.40997
"22075",779.90997
"22077",557.34998
"22079",1317.96
"22081",389.09
"22083",559.03998
"22085",866.65997
"22087",377.51999
"22089",279.07999
"22091",408.39999
"22093",241.53999
"22095",213.07001
"22097",923.88
"22099",737.65002
"22101",555.38
"22103",845.54999
"22105",791.27002
"22107",602.78003
"22109",1231.8101
"22111",876.98999
"22113",1173.2
"22115",1327.91
"22117",669.52002
"22119",593.03003
"22121",192.39
"22123",359.64999
"22125",403.20999
"22127",950.09003
"23001",467.92999
"23003",6671.3301
"23005",835.23999
"23007",1696.61
"23009",1586.89
"23011",867.52002
"23013",365.13
"23015",455.82001
"23017",2076.8401
"23019",3397.3601
"23021",3960.8601
"23023",253.69
"23025",3924.3999
"23027",729.91998
"23029",2562.6599
"23031",990.71002
"24001",424.16
"24003",414.89999
"24005",598.29999
"24009",213.14999
"24011",319.42001
"24013",447.59
"24015",346.26999
"24017",457.75
"24019",540.77002
"24021",660.21997
"24023",647.09998
"24025",437.09
"24027",250.74001
"24029",277.03
"24031",491.25
"24033",482.69
"24035",371.91
"24037",357.17999
"24039",319.72
"24041",268.54001
"24043",457.78
"24045",374.44
"24047",468.28
"24510",80.940002
"25001",393.72
"25003",926.82001
"25005",553.09998
"25007",103.25
"25009",492.56
"25011",699.32001
"25013",617.14001
"25015",527.26001
"25017",817.82001
"25019",44.970001
"25021",396.10999
"25023",659.08002
"25025",58.150002
"25027",1510.77
"26001",674.59003
"26003",915.07001
"26005",825.22998
"26007",571.85999
"26009",475.70001
"26011",363.19
"26013",898.26001
"26015",553.09003
"26017",442.29999
"26019",319.70001
"26021",567.75
"26023",506.37
"26025",706.22998
"26027",490.06
"26029",416.34
"26031",715.26001
"26033",1558.42
"26035",564.32001
"26037",566.40997
"26039",556.28003
"26041",1171.1
"26043",761.40002
"26045",575.16998
"26047",467.48999
"26049",636.97998
"26051",501.78
"26053",1101.85
"26055",464.32999
"26057",568.46002
"26059",598.13
"26061",1009.1
"26063",835.71002
"26065",556.12
"26067",571.29999
"26069",549.09998
"26071",1166.15
"26073",572.67999
"26075",701.66998
"26077",561.65997
"26079",559.85999
"26081",846.95001
"26083",540.10999
"26085",567.37
"26087",643.01001
"26089",347.17001
"26091",749.54999
"26093",565.25
"26095",899.08002
"26097",1021.57
"26099",479.22
"26101",542.15002
"26103",1808.4
"26105",495.07001
"26107",555.07001
"26109",1044.08
"26111",516.25
"26113",564.72998
"26115",549.39001
"26117",705.40002
"26119",546.65997
"26121",499.25
"26123",813.20001
"26125",867.65997
"26127",512.07001
"26129",563.48999
"26131",1311.22
"26133",566.39001
"26135",565.72998
"26137",514.96997
"26139",563.46997
"26141",658.71997
"26143",519.64001
"26145",800.10999
"26147",721.16998
"26149",500.59
"26151",962.57001
"26153",1171.36
"26155",530.66998
"26157",803.13
"26159",607.46997
"26161",705.96997
"26163",612.08002
"26165",565
"27001",1821.66
"27003",423.01001
"27005",1315.2
"27007",2504.9399
"27009",408.29999
"27011",499.01999
"27013",747.84003
"27015",611.09003
"27017",861.38
"27019",354.32999
"27021",2021.54
"27023",581.12
"27025",414.85999
"27027",1045.37
"27029",998.94
"27031",1452.28
"27033",638.60999
"27035",999.09003
"27037",562.16998
"27039",439.28
"27041",637.29999
"27043",712.47998
"27045",861.29999
"27047",707.09003
"27049",756.84003
"27051",548.15997
"27053",553.59003
"27055",552.06
"27057",925.66998
"27059",435.79001
"27061",2667.72
"27063",702.97998
"27065",521.59003
"27067",796.78003
"27069",1098.8
"27071",3104.0701
"27073",765.02002
"27075",2109.29
"27077",1297.87
"27079",448.76001
"27081",536.76001
"27083",714.56
"27085",491.47
"27087",557.88
"27089",1775.0699
"27091",712.34998
"27093",608.17999
"27095",572.31
"27097",1125.0601
"27099",711.33002
"27101",704.70001
"27103",448.48999
"27105",715.10999
"27107",872.78998
"27109",653.34998
"27111",1972.0699
"27113",616.57001
"27115",1411.29
"27117",465.04999
"27119",1971.13
"27121",669.71002
"27123",152.21001
"27125",432.41
"27127",878.57001
"27129",982.90997
"27131",495.67999
"27133",482.45001
"27135",1671.6
"27137",6247.3999
"27139",356.48001
"27141",432.92001
"27143",588.78003
"27145",1343.13
"27147",429.64999
"27149",563.59998
"27151",742.08002
"27153",944.97998
"27155",573.90002
"27157",522.97998
"27159",536.27002
"27161",423.35999
"27163",384.28
"27165",434.95001
"27167",750.96002
"27169",626.21002
"27171",661.46002
"27173",759.09998
"28001",462.41
"28003",400.04001
"28005",730.09998
"28007",734.97998
"28009",406.62
"28011",876.57001
"28013",586.57001
"28015",628.23999
"28017",501.78
"28019",418.17999
"28021",487.41
"28023",691.54999
"28025",410.07999
"28027",552.44
"28029",777.23999
"28031",413.79001
"28033",476.14999
"28035",466.31
"28037",563.78003
"28039",478.70999
"28041",712.76001
"28043",422.10999
"28045",473.75
"28047",573.98999
"28049",869.73999
"28051",756.70001
"28053",418.48999
"28055",413.04999
"28057",532.78998
"28059",722.75
"28061",676.23999
"28063",519.92999
"28065",408.44
"28067",694.79999
"28069",766.17999
"28071",631.71002
"28073",497.06
"28075",703.63
"28077",430.67001
"28079",583
"28081",449.95001
"28083",592.53998
"28085",586.10999
"28087",505.51001
"28089",714.51001
"28091",542.38
"28093",706.19
"28095",765.09003
"28097",406.98001
"28099",570.14001
"28101",578.09998
"28103",695.14001
"28105",458.20001
"28107",685.14001
"28109",810.85999
"28111",647.25
"28113",409.01001
"28115",497.69
"28117",414.98001
"28119",405.01001
"28121",775.47998
"28123",609.17999
"28125",431.72
"28127",589.15997
"28129",636.25
"28131",445.48001
"28133",697.75
"28135",645.28998
"28137",404.76001
"28139",457.81
"28141",424.25
"28143",454.67001
"28145",415.60001
"28147",403.94
"28149",588.5
"28151",724.73999
"28153",810.75
"28155",420.94
"28157",678.10999
"28159",607.23999
"28161",467.13
"28163",922.95001
"29001",567.32001
"29003",432.70001
"29005",547.29999
"29007",692.22998
"29009",778.25
"29011",591.91998
"29013",836.69
"29015",704.06
"29017",617.90997
"29019",685.40997
"29021",408.03
"29023",694.66998
"29025",426.39001
"29027",834.57001
"29029",655.91998
"29031",578.53003
"29033",694.62
"29035",507.35999
"29037",696.84003
"29039",474.48001
"29041",751.17999
"29043",562.65002
"29045",504.69
"29047",397.29999
"29049",418.95999
"29051",393.75
"29053",564.77002
"29055",742.52002
"29057",490.01001
"29059",540.77002
"29061",563.23999
"29063",421.35999
"29065",752.78998
"29067",813.63
"29069",541.07001
"29071",922.67999
"29073",517.79999
"29075",491.42001
"29077",675.29999
"29079",435.28
"29081",722.5
"29083",696.95001
"29085",399.09
"29087",462.69
"29089",463.85001
"29091",927.25
"29093",550.26001
"29095",604.46002
"29097",638.48999
"29099",656.63
"29101",829.28003
"29103",504.01001
"29105",764.71997
"29107",628.42999
"29109",611.73999
"29111",505.04001
"29113",626.56
"29115",615.56
"29117",532.33002
"29119",539.47998
"29121",801.22998
"29123",494.39001
"29125",526.97998
"29127",436.92001
"29129",453.84
"29131",592.59003
"29133",411.57999
"29135",415.03
"29137",647.65002
"29139",536.25
"29141",597.63
"29143",674.84003
"29145",624.76001
"29147",876.96002
"29149",789.79999
"29151",604.34998
"29153",744.96997
"29155",492.54001
"29157",474.35001
"29159",682.21997
"29161",671.78003
"29163",670.44
"29165",420.19
"29167",635.52002
"29169",547.09998
"29171",517.32001
"29173",469.78
"29175",482.67999
"29177",568.81
"29179",808.47998
"29181",629.53998
"29183",560.44
"29185",669.97998
"29186",499.14999
"29187",451.89001
"29189",507.79999
"29195",755.5
"29197",307.29999
"29199",436.67001
"29201",419.98999
"29203",1003.82
"29205",500.85999
"29207",823.21997
"29209",464.03
"29211",647.97998
"29213",632.44
"29215",1177.27
"29217",826.40002
"29219",428.60001
"29221",759.90997
"29223",759.17999
"29225",592.56
"29227",266.60999
"29229",681.77002
"29510",61.91
"30001",5541.6201
"30003",4995.46
"30005",4227.5498
"30007",1192.54
"30009",2048.79
"30011",3340.75
"30013",2698.1599
"30015",3972.49
"30017",3783.3601
"30019",1426.1
"30021",2371.8601
"30023",736.53003
"30025",1620.77
"30027",4339.7998
"30029",5087.6602
"30031",2602.6899
"30033",4675.3599
"30035",2995.9399
"30037",1175.34
"30039",1727.41
"30041",2898.95
"30043",1656.26
"30045",1869.8199
"30047",1490.15
"30049",3458.8301
"30051",1430.05
"30053",3612.9199
"30055",2643.1699
"30057",3587.48
